As-Of-Date,Symbol,Name,% of Assets,Market Value
2021-02-28,PLUG,PLUG POWER INC COMMON STOCK USD.01,0.6897828500,41524892.6600000000
2021-02-28,PENN,PENN NATIONAL GAMING INC COMMON STOCK USD.01,0.6465356800,38921415.2600000000
2021-02-28,CZR,CAESARS ENTERTAINMENT INC COMMON STOCK,0.6030827500,36305551.3600000000
2021-02-28,,TIME DEPOSITS,0.5542783200,33367526.7000000000
2021-02-28,NVAX,NOVAVAX INC COMMON STOCK USD.01,0.5107921100,30749659.0900000000
2021-02-28,DAR,DARLING INGREDIENTS INC COMMON STOCK USD.01,0.3634772200,21881310.0800000000
2021-02-28,LAD,LITHIA MOTORS INC CL A COMMON STOCK,0.3484633000,20977473.1500000000
2021-02-28,RUN,SUNRUN INC COMMON STOCK USD.0001,0.3373116800,20306146.1400000000
2021-02-28,DECK,DECKERS OUTDOOR CORP COMMON STOCK USD.01,0.3270528500,19688565.1400000000
2021-02-28,RARE,ULTRAGENYX PHARMACEUTICAL IN COMMON STOCK USD.001,0.3174331100,19109456.9400000000
2021-02-28,BLDR,BUILDERS FIRSTSOURCE INC COMMON STOCK USD.01,0.3161682400,19033311.8600000000
2021-02-28,NTRA,NATERA INC COMMON STOCK USD.0001,0.3146735900,18943334.0200000000
2021-02-28,CHDN,CHURCHILL DOWNS INC COMMON STOCK,0.3142049000,18915119.4500000000
2021-02-28,IIVI,II VI INC COMMON STOCK,0.3100604200,18665621.7000000000
2021-02-28,MRTX,MIRATI THERAPEUTICS INC COMMON STOCK,0.3080553400,18544916.0000000000
2021-02-28,ARWR,ARROWHEAD PHARMACEUTICALS IN COMMON STOCK USD.001,0.2865459900,17250054.3600000000
2021-02-28,RH,RH COMMON STOCK USD.0001,0.2772303400,16689252.5800000000
2021-02-28,RDFN,REDFIN CORP COMMON STOCK,0.2706889500,16295461.0000000000
2021-02-28,TTEK,TETRA TECH INC COMMON STOCK USD.01,0.2671945300,16085097.3900000000
2021-02-28,PFGC,PERFORMANCE FOOD GROUP CO COMMON STOCK USD.01,0.2546741300,15331369.9200000000
2021-02-28,SITE,SITEONE LANDSCAPE SUPPLY INC COMMON STOCK USD.01,0.2495481400,15022785.2500000000
2021-02-28,APPS,DIGITAL TURBINE INC COMMON STOCK USD.0001,0.2492134800,15002638.7200000000
2021-02-28,VAC,MARRIOTT VACATIONS WORLD COMMON STOCK USD.01,0.2463277900,14828920.3800000000
2021-02-28,FATE,FATE THERAPEUTICS INC COMMON STOCK USD.001,0.2420385300,14570707.4400000000
2021-02-28,SLAB,SILICON LABORATORIES INC COMMON STOCK USD.0001,0.2418292400,14558107.9800000000
2021-02-28,HQY,HEALTHEQUITY INC COMMON STOCK USD.0001,0.2369028200,14261537.7000000000
2021-02-28,BBIO,BRIDGEBIO PHARMA INC COMMON STOCK,0.2356898200,14188515.2400000000
2021-02-28,LSCC,LATTICE SEMICONDUCTOR CORP COMMON STOCK USD.01,0.2344277300,14112537.3600000000
2021-02-28,FRPT,FRESHPET INC COMMON STOCK USD.001,0.2275953500,13701228.4800000000
2021-02-28,BL,BLACKLINE INC COMMON STOCK USD.01,0.2264438200,13631906.3400000000
2021-02-28,BLD,TOPBUILD CORP COMMON STOCK,0.2258289800,13594893.1800000000
2021-02-28,WMS,ADVANCED DRAINAGE SYSTEMS IN COMMON STOCK USD.01,0.2220870700,13369630.4000000000
2021-02-28,VRNS,VARONIS SYSTEMS INC COMMON STOCK USD.001,0.2200225700,13245347.6400000000
2021-02-28,QTWO,Q2 HOLDINGS INC COMMON STOCK USD.0001,0.2199126000,13238727.4800000000
2021-02-28,APPN,APPIAN CORP COMMON STOCK USD.0001,0.2192012400,13195903.5000000000
2021-02-28,SF,STIFEL FINANCIAL CORP COMMON STOCK USD.15,0.2187934100,13171352.2800000000
2021-02-28,INSP,INSPIRE MEDICAL SYSTEMS INC COMMON STOCK USD.001,0.2183896900,13147048.0400000000
2021-02-28,CLF,CLEVELAND CLIFFS INC COMMON STOCK USD.125,0.2176790700,13104268.8600000000
2021-02-28,OVV,OVINTIV INC COMMON STOCK,0.2165071500,13033719.4800000000
2021-02-28,BRKS,BROOKS AUTOMATION INC COMMON STOCK USD.01,0.2164275300,13028926.6800000000
2021-02-28,HALO,HALOZYME THERAPEUTICS INC COMMON STOCK USD.001,0.2156277100,12980777.0000000000
2021-02-28,TXRH,TEXAS ROADHOUSE INC COMMON STOCK USD.001,0.2139893700,12882149.1200000000
2021-02-28,GME,GAMESTOP CORP CLASS A COMMON STOCK USD.001,0.2085452000,12554410.7800000000
2021-02-28,FFIN,FIRST FINL BANKSHARES INC COMMON STOCK USD.01,0.2065541600,12434549.8200000000
2021-02-28,NVRO,NEVRO CORP COMMON STOCK USD.001,0.2013523900,12121403.9400000000
2021-02-28,SSB,SOUTH STATE CORP COMMON STOCK USD2.5,0.1977868100,11906755.9600000000
2021-02-28,LHCG,LHC GROUP INC COMMON STOCK USD.01,0.1977109100,11902186.7100000000
2021-02-28,BJ,BJ S WHOLESALE CLUB HOLDINGS COMMON STOCK USD.01,0.1971691600,11869573.8000000000
2021-02-28,YETI,YETI HOLDINGS INC COMMON STOCK USD.01,0.1971096100,11865988.4200000000
2021-02-28,MSTR,MICROSTRATEGY INC CL A COMMON STOCK USD.001,0.1967147900,11842220.2100000000
2021-02-28,HELE,HELEN OF TROY LTD COMMON STOCK USD.1,0.1965787000,11834028.0000000000
2021-02-28,BEPC,BROOKFIELD RENEWABLE COR A COMMON STOCK USD.01,0.1948299000,11728750.2200000000
2021-02-28,BPMC,BLUEPRINT MEDICINES CORP COMMON STOCK USD.001,0.1947661800,11724914.2800000000
2021-02-28,RXN,REXNORD CORP COMMON STOCK USD.01,0.1940004800,11678819.1000000000
2021-02-28,PACB,PACIFIC BIOSCIENCES OF CALIF COMMON STOCK USD.0001,0.1937052900,11661048.7800000000
2021-02-28,OMCL,OMNICELL INC COMMON STOCK USD.001,0.1931537700,11627847.0000000000
2021-02-28,NEO,NEOGENOMICS INC COMMON STOCK USD.001,0.1914831000,11527273.2600000000
2021-02-28,THC,TENET HEALTHCARE CORP COMMON STOCK USD.05,0.1910921000,11503734.5000000000
2021-02-28,EGP,EASTGROUP PROPERTIES INC REIT,0.1909633900,11495986.7100000000
2021-02-28,EME,EMCOR GROUP INC COMMON STOCK USD.01,0.1896775700,11418579.9000000000
2021-02-28,SAIA,SAIA INC COMMON STOCK USD.001,0.1888747700,11370251.5300000000
2021-02-28,FOXF,FOX FACTORY HOLDING CORP COMMON STOCK USD.001,0.1884841900,11346738.8500000000
2021-02-28,MGNI,MAGNITE INC COMMON STOCK USD.00001,0.1883517900,11338768.5300000000
2021-02-28,LPX,LOUISIANA PACIFIC CORP COMMON STOCK USD1.0,0.1874807400,11286331.3800000000
2021-02-28,POWI,POWER INTEGRATIONS INC COMMON STOCK USD.001,0.1865973700,11233152.5500000000
2021-02-28,GBCI,GLACIER BANCORP INC COMMON STOCK USD.01,0.1860520100,11200321.6000000000
2021-02-28,GTLS,CHART INDUSTRIES INC COMMON STOCK USD.01,0.1851448300,11145709.3700000000
2021-02-28,CROX,CROCS INC COMMON STOCK USD.001,0.1835584900,11050211.7600000000
2021-02-28,TGTX,TG THERAPEUTICS INC COMMON STOCK USD.001,0.1808211500,10885423.9200000000
2021-02-28,UPWK,UPWORK INC COMMON STOCK USD.0001,0.1791001300,10781819.0400000000
2021-02-28,MMS,MAXIMUS INC COMMON STOCK,0.1780762600,10720181.7600000000
2021-02-28,SAIL,SAILPOINT TECHNOLOGIES HOLDI COMMON STOCK USD.0001,0.1778771800,10708197.0200000000
2021-02-28,EXPO,EXPONENT INC COMMON STOCK USD.001,0.1774921300,10685017.2000000000
2021-02-28,CCMP,CMC MATERIALS INC COMMON STOCK USD.001,0.1773711300,10677733.0000000000
2021-02-28,MTZ,MASTEC INC COMMON STOCK USD.1,0.1762597200,10610826.2500000000
2021-02-28,ROLL,RBC BEARINGS INC COMMON STOCK USD.01,0.1757747600,10581631.4800000000
2021-02-28,VLY,VALLEY NATIONAL BANCORP COMMON STOCK,0.1749018600,10529083.2500000000
2021-02-28,FCEL,FUELCELL ENERGY INC COMMON STOCK USD.0001,0.1747736700,10521366.2400000000
2021-02-28,JCOM,J2 GLOBAL INC COMMON STOCK USD.01,0.1731053900,10420935.5600000000
2021-02-28,BYD,BOYD GAMING CORP COMMON STOCK USD.01,0.1710433600,10296801.8000000000
2021-02-28,STAA,STAAR SURGICAL CO COMMON STOCK USD.01,0.1707493200,10279100.2800000000
2021-02-28,M,MACY S INC COMMON STOCK USD.01,0.1702167200,10247037.8400000000
2021-02-28,SMTC,SEMTECH CORP COMMON STOCK USD.01,0.1695423000,10206438.1300000000
2021-02-28,STAG,STAG INDUSTRIAL INC REIT USD.01,0.1695415600,10206393.4500000000
2021-02-28,ASGN,ASGN INC COMMON STOCK USD.01,0.1695391200,10206246.6000000000
2021-02-28,ITRI,ITRON INC COMMON STOCK,0.1685238800,10145128.9200000000
2021-02-28,ARNA,ARENA PHARMACEUTICALS INC COMMON STOCK USD.0001,0.1673990900,10077416.6500000000
2021-02-28,IRTC,IRHYTHM TECHNOLOGIES INC COMMON STOCK USD.001,0.1666038000,10029540.6000000000
2021-02-28,NVTA,INVITAE CORP COMMON STOCK USD.0001,0.1659903500,9992610.7800000000
2021-02-28,SYNA,SYNAPTICS INC COMMON STOCK USD.001,0.1657119800,9975852.9000000000
2021-02-28,JBT,JOHN BEAN TECHNOLOGIES CORP COMMON STOCK USD.01,0.1656192700,9970271.9100000000
2021-02-28,SFIX,STITCH FIX INC CLASS A COMMON STOCK USD.00002,0.1650629800,9936782.9600000000
2021-02-28,AA,ALCOA CORP COMMON STOCK USD.01,0.1648391100,9923306.4000000000
2021-02-28,UBSI,UNITED BANKSHARES INC COMMON STOCK USD2.5,0.1639335400,9868790.7500000000
2021-02-28,ESNT,ESSENT GROUP LTD COMMON STOCK USD.015,0.1629723300,9810925.8800000000
2021-02-28,NOVT,NOVANTA INC COMMON STOCK,0.1622340800,9766483.3200000000
2021-02-28,DNLI,DENALI THERAPEUTICS INC COMMON STOCK USD.01,0.1617958300,9740100.8000000000
2021-02-28,IRDM,IRIDIUM COMMUNICATIONS INC COMMON STOCK USD.001,0.1614080600,9716756.8500000000
2021-02-28,TWST,TWIST BIOSCIENCE CORP COMMON STOCK USD.00001,0.1613453100,9712979.5200000000
2021-02-28,MEDP,MEDPACE HOLDINGS INC COMMON STOCK USD.01,0.1607491700,9677092.1100000000
2021-02-28,CIT,CIT GROUP INC COMMON STOCK USD.01,0.1603621000,9653790.5500000000
2021-02-28,WSC,WILLSCOT MOBILE MINI HOLDING COMMON STOCK USD.0001,0.1593905200,9595300.9800000000
2021-02-28,ACIA,ACACIA COMMUNICATIONS INC COMMON STOCK USD.0001,0.1589231900,9567168.0000000000
2021-02-28,KBR,KBR INC COMMON STOCK USD.001,0.1582448300,9526331.0000000000
2021-02-28,TPTX,TURNING POINT THERAPEUTICS I COMMON STOCK USD.0001,0.1577233600,9494938.5700000000
2021-02-28,ACIW,ACI WORLDWIDE INC COMMON STOCK USD.005,0.1570555200,9454734.6800000000
2021-02-28,X,UNITED STATES STEEL CORP COMMON STOCK USD1.0,0.1553019700,9349171.0400000000
2021-02-28,DDD,3D SYSTEMS CORP COMMON STOCK USD.001,0.1552825900,9348003.8400000000
2021-02-28,EBS,EMERGENT BIOSOLUTIONS INC COMMON STOCK USD.001,0.1552394700,9345408.0000000000
2021-02-28,NEOG,NEOGEN CORP COMMON STOCK USD.16,0.1549024100,9325117.4400000000
2021-02-28,CVET,COVETRUS INC COMMON STOCK,0.1547591800,9316495.0800000000
2021-02-28,WDFC,WD 40 CO COMMON STOCK USD.001,0.1523019100,9168567.5000000000
2021-02-28,SSD,SIMPSON MANUFACTURING CO INC COMMON STOCK USD.01,0.1521607700,9160070.4800000000
2021-02-28,ENSG,ENSIGN GROUP INC/THE COMMON STOCK USD.001,0.1519673800,9148428.7800000000
2021-02-28,IIPR,INNOVATIVE INDUSTRIAL PROPER REIT USD.001,0.1518636700,9142185.0000000000
2021-02-28,FGEN,FIBROGEN INC COMMON STOCK USD.01,0.1510408600,9092652.3200000000
2021-02-28,ALRM,ALARM.COM HOLDINGS INC COMMON STOCK,0.1496545100,9009193.9600000000
2021-02-28,SHAK,SHAKE SHACK INC   CLASS A COMMON STOCK USD.01,0.1489838000,8968817.5200000000
2021-02-28,KOD,KODIAK SCIENCES INC COMMON STOCK USD.0001,0.1489445300,8966453.0200000000
2021-02-28,HASI,HANNON ARMSTRONG SUSTAINABLE REIT USD.01,0.1479999100,8909587.2700000000
2021-02-28,RLI,RLI CORP COMMON STOCK USD1.0,0.1479254700,8905105.9800000000
2021-02-28,LPSN,LIVEPERSON INC COMMON STOCK USD.001,0.1466041400,8825561.9000000000
2021-02-28,BHVN,BIOHAVEN PHARMACEUTICAL HOLD COMMON STOCK,0.1465228600,8820669.0600000000
2021-02-28,CRNC,CERENCE INC COMMON STOCK USD.01,0.1465038400,8819523.5600000000
2021-02-28,PRSP,PERSPECTA INC COMMON STOCK USD.01,0.1457246100,8772614.4000000000
2021-02-28,RAMP,LIVERAMP HOLDINGS INC COMMON STOCK USD.1,0.1451338300,8737049.1200000000
2021-02-28,GKOS,GLAUKOS CORP COMMON STOCK USD.001,0.1447051900,8711245.4400000000
2021-02-28,WING,WINGSTOP INC COMMON STOCK USD.01,0.1446040900,8705158.7000000000
2021-02-28,BXMT,BLACKSTONE MORTGAGE TRU CL A REIT USD.01,0.1440977600,8674677.6000000000
2021-02-28,WK,WORKIVA INC COMMON STOCK USD.001,0.1439893300,8668150.4000000000
2021-02-28,SIGI,SELECTIVE INSURANCE GROUP COMMON STOCK USD2.0,0.1436442300,8647375.3800000000
2021-02-28,TGNA,TEGNA INC COMMON STOCK USD1.0,0.1432606700,8624284.8600000000
2021-02-28,QTS,QTS REALTY TRUST INC CL A REIT USD.01,0.1426934700,8590139.9600000000
2021-02-28,AEIS,ADVANCED ENERGY INDUSTRIES COMMON STOCK USD.001,0.1421371400,8556648.4500000000
2021-02-28,CHX,CHAMPIONX CORP COMMON STOCK USD.01,0.1416374700,8526568.7100000000
2021-02-28,AVNT,AVIENT CORP COMMON STOCK USD.01,0.1415298200,8520088.2600000000
2021-02-28,RPD,RAPID7 INC COMMON STOCK USD.01,0.1413024700,8506401.7600000000
2021-02-28,WCC,WESCO INTERNATIONAL INC COMMON STOCK USD.01,0.1412195700,8501411.1600000000
2021-02-28,RDN,RADIAN GROUP INC COMMON STOCK USD.001,0.1399661400,8425954.8000000000
2021-02-28,RHP,RYMAN HOSPITALITY PROPERTIES REIT USD.01,0.1397871700,8415180.6200000000
2021-02-28,HR,HEALTHCARE REALTY TRUST INC REIT USD.01,0.1397621000,8413671.2400000000
2021-02-28,PRLB,PROTO LABS INC COMMON STOCK USD.001,0.1395818800,8402822.4000000000
2021-02-28,GT,GOODYEAR TIRE + RUBBER CO COMMON STOCK,0.1392603600,8383466.3900000000
2021-02-28,AEO,AMERICAN EAGLE OUTFITTERS COMMON STOCK USD.01,0.1389034900,8361983.3000000000
2021-02-28,TCBI,TEXAS CAPITAL BANCSHARES INC COMMON STOCK USD.01,0.1381423600,8316163.2000000000
2021-02-28,BCPC,BALCHEM CORP COMMON STOCK USD.0667,0.1375952300,8283225.9200000000
2021-02-28,ENS,ENERSYS COMMON STOCK USD.01,0.1375181500,8278585.7200000000
2021-02-28,EYE,NATIONAL VISION HOLDINGS INC COMMON STOCK USD.01,0.1369488100,8244311.4900000000
2021-02-28,PNM,PNM RESOURCES INC COMMON STOCK,0.1367249400,8230834.4000000000
2021-02-28,POR,PORTLAND GENERAL ELECTRIC CO COMMON STOCK,0.1359339000,8183213.8400000000
2021-02-28,LIVN,LIVANOVA PLC COMMON STOCK GBP1.0,0.1357930000,8174732.0400000000
2021-02-28,CDNA,CAREDX INC COMMON STOCK USD.001,0.1356788000,8167856.8800000000
2021-02-28,BCO,BRINK S CO/THE COMMON STOCK USD1.0,0.1354914800,8156580.1200000000
2021-02-28,CBU,COMMUNITY BANK SYSTEM INC COMMON STOCK USD1.0,0.1349075300,8121426.3900000000
2021-02-28,VCYT,VERACYTE INC COMMON STOCK USD.001,0.1345941900,8102563.3000000000
2021-02-28,KWR,QUAKER CHEMICAL CORP COMMON STOCK USD1.0,0.1345246300,8098376.0200000000
2021-02-28,NJR,NEW JERSEY RESOURCES CORP COMMON STOCK USD2.5,0.1342048300,8079124.1200000000
2021-02-28,HOMB,HOME BANCSHARES INC COMMON STOCK USD.01,0.1339755600,8065322.2000000000
2021-02-28,TRNO,TERRENO REALTY CORP REIT USD.01,0.1339394400,8063147.2800000000
2021-02-28,AIMC,ALTRA INDUSTRIAL MOTION CORP COMMON STOCK USD.001,0.1338780500,8059452.1600000000
2021-02-28,ONEM,1LIFE HEALTHCARE INC COMMON STOCK USD.001,0.1338552000,8058076.0800000000
2021-02-28,KNSL,KINSALE CAPITAL GROUP INC COMMON STOCK USD.01,0.1334342900,8032737.5000000000
2021-02-28,BKH,BLACK HILLS CORP COMMON STOCK USD1.0,0.1333587400,8028189.4800000000
2021-02-28,AMBA,AMBARELLA INC COMMON STOCK USD.00045,0.1333175800,8025711.5400000000
2021-02-28,SNBR,SLEEP NUMBER CORP COMMON STOCK USD.01,0.1330731600,8010997.4700000000
2021-02-28,AJRD,AEROJET ROCKETDYNE HOLDINGS COMMON STOCK USD.1,0.1326625100,7986276.6300000000
2021-02-28,VIAV,VIAVI SOLUTIONS INC COMMON STOCK USD.001,0.1324458400,7973232.7400000000
2021-02-28,BKU,BANKUNITED INC COMMON STOCK USD.01,0.1321818200,7957338.6700000000
2021-02-28,UMBF,UMB FINANCIAL CORP COMMON STOCK USD1.0,0.1318555600,7937698.3400000000
2021-02-28,CBRL,CRACKER BARREL OLD COUNTRY COMMON STOCK USD.01,0.1316190300,7923458.9400000000
2021-02-28,UNF,UNIFIRST CORP/MA COMMON STOCK USD.1,0.1308568300,7877574.7700000000
2021-02-28,UFPI,UFP INDUSTRIES INC COMMON STOCK,0.1306870400,7867353.0000000000
2021-02-28,INSM,INSMED INC COMMON STOCK USD.01,0.1297958900,7813706.1100000000
2021-02-28,EGHT,8X8 INC COMMON STOCK USD.001,0.1292923100,7783390.7800000000
2021-02-28,SPSC,SPS COMMERCE INC COMMON STOCK USD.001,0.1281982700,7717529.6800000000
2021-02-28,KBH,KB HOME COMMON STOCK USD1.0,0.1277149400,7688432.7600000000
2021-02-28,BEAM,BEAM THERAPEUTICS INC COMMON STOCK USD.01,0.1274219500,7670795.1900000000
2021-02-28,DOC,PHYSICIANS REALTY TRUST REIT USD.01,0.1272078300,7657905.0000000000
2021-02-28,SBRA,SABRA HEALTH CARE REIT INC REIT USD.01,0.1268156800,7634297.5800000000
2021-02-28,ADC,AGREE REALTY CORP REIT USD.0001,0.1266492400,7624277.7600000000
2021-02-28,PTCT,PTC THERAPEUTICS INC COMMON STOCK USD.001,0.1264301300,7611087.4000000000
2021-02-28,VC,VISTEON CORP COMMON STOCK,0.1262533000,7600442.2200000000
2021-02-28,SAVE,SPIRIT AIRLINES INC COMMON STOCK USD.0001,0.1262261800,7598809.9200000000
2021-02-28,OGS,ONE GAS INC COMMON STOCK,0.1258258300,7574708.8200000000
2021-02-28,FORM,FORMFACTOR INC COMMON STOCK USD.001,0.1254805600,7553923.5200000000
2021-02-28,SWX,SOUTHWEST GAS HOLDINGS INC COMMON STOCK USD1.0,0.1252107100,7537678.5500000000
2021-02-28,TRTN,TRITON INTERNATIONAL LTD/BER COMMON STOCK USD.01,0.1251533100,7534223.1000000000
2021-02-28,PDCE,PDC ENERGY INC COMMON STOCK USD.01,0.1250224100,7526342.7000000000
2021-02-28,TMHC,TAYLOR MORRISON HOME CORP COMMON STOCK USD.00001,0.1245148400,7495787.2500000000
2021-02-28,LCII,LCI INDUSTRIES COMMON STOCK USD.01,0.1244510600,7491947.5800000000
2021-02-28,CDLX,CARDLYTICS INC COMMON STOCK,0.1241983300,7476732.9400000000
2021-02-28,FELE,FRANKLIN ELECTRIC CO INC COMMON STOCK USD.1,0.1237742900,7451206.2000000000
2021-02-28,DAN,DANA INC COMMON STOCK USD.01,0.1234423000,7431220.0500000000
2021-02-28,HI,HILLENBRAND INC COMMON STOCK,0.1233259400,7424215.0800000000
2021-02-28,SEM,SELECT MEDICAL HOLDINGS CORP COMMON STOCK USD.001,0.1232658100,7420595.7000000000
2021-02-28,ORA,ORMAT TECHNOLOGIES INC COMMON STOCK USD.001,0.1228184400,7393663.6800000000
2021-02-28,IRBT,IROBOT CORP COMMON STOCK USD.01,0.1227082000,7387027.2000000000
2021-02-28,HL,HECLA MINING CO COMMON STOCK USD.25,0.1221381100,7352708.1700000000
2021-02-28,BBBY,BED BATH + BEYOND INC COMMON STOCK USD.01,0.1220908500,7349862.9600000000
2021-02-28,BLKB,BLACKBAUD INC COMMON STOCK USD.001,0.1218755200,7336900.2000000000
2021-02-28,ENV,ENVESTNET INC COMMON STOCK,0.1218561100,7335731.7000000000
2021-02-28,AMN,AMN HEALTHCARE SERVICES INC COMMON STOCK USD.01,0.1218491500,7335312.8100000000
2021-02-28,REZI,RESIDEO TECHNOLOGIES INC COMMON STOCK USD.001,0.1213920700,7307796.7600000000
2021-02-28,ROG,ROGERS CORP COMMON STOCK USD1.0,0.1211576000,7293681.2000000000
2021-02-28,PRG,PROG HOLDINGS INC COMMON STOCK USD.5,0.1208464500,7274950.0000000000
2021-02-28,HGV,HILTON GRAND VACATIONS INC COMMON STOCK USD.01,0.1206703400,7264348.1100000000
2021-02-28,MUSA,MURPHY USA INC COMMON STOCK,0.1206062200,7260488.5500000000
2021-02-28,CCXI,CHEMOCENTRYX INC COMMON STOCK USD.001,0.1205366800,7256302.0800000000
2021-02-28,DIOD,DIODES INC COMMON STOCK USD.667,0.1204917800,7253599.0800000000
2021-02-28,KFY,KORN FERRY COMMON STOCK USD.01,0.1203968100,7247881.8000000000
2021-02-28,VIR,VIR BIOTECHNOLOGY INC COMMON STOCK,0.1202497000,7239025.9200000000
2021-02-28,CNMD,CONMED CORP COMMON STOCK USD.01,0.1199243200,7219437.9600000000
2021-02-28,KTOS,KRATOS DEFENSE + SECURITY COMMON STOCK USD.001,0.1196433700,7202525.0000000000
2021-02-28,CNO,CNO FINANCIAL GROUP INC COMMON STOCK USD.01,0.1195751000,7198415.1600000000
2021-02-28,SR,SPIRE INC COMMON STOCK USD1.0,0.1195252100,7195411.4400000000
2021-02-28,PCH,POTLATCHDELTIC CORP REIT USD1.0,0.1191993700,7175796.2500000000
2021-02-28,GATX,GATX CORP COMMON STOCK USD.625,0.1190942000,7169465.0400000000
2021-02-28,SWAV,SHOCKWAVE MEDICAL INC COMMON STOCK USD.001,0.1190603900,7167429.3600000000
2021-02-28,LANC,LANCASTER COLONY CORP COMMON STOCK,0.1185174700,7134745.4900000000
2021-02-28,QLYS,QUALYS INC COMMON STOCK USD.001,0.1185127000,7134458.8000000000
2021-02-28,CLDR,CLOUDERA INC COMMON STOCK USD.00005,0.1184840500,7132734.0600000000
2021-02-28,TNET,TRINET GROUP INC COMMON STOCK USD.000025,0.1184476800,7130544.6400000000
2021-02-28,SXT,SENSIENT TECHNOLOGIES CORP COMMON STOCK USD.1,0.1183217500,7122963.6000000000
2021-02-28,AIT,APPLIED INDUSTRIAL TECH INC COMMON STOCK,0.1182857600,7120797.0700000000
2021-02-28,ALGT,ALLEGIANT TRAVEL CO COMMON STOCK USD.001,0.1181188600,7110749.2400000000
2021-02-28,HLI,HOULIHAN LOKEY INC COMMON STOCK USD.001,0.1178078200,7092024.8000000000
2021-02-28,ABG,ASBURY AUTOMOTIVE GROUP COMMON STOCK USD.01,0.1169966000,7043189.2500000000
2021-02-28,ADNT,ADIENT PLC COMMON STOCK USD.001,0.1168760100,7035930.0000000000
2021-02-28,HWC,HANCOCK WHITNEY CORP COMMON STOCK USD3.33,0.1166996400,7025312.7500000000
2021-02-28,FN,FABRINET COMMON STOCK USD.01,0.1161789900,6993969.4000000000
2021-02-28,HMSY,HMS HOLDINGS CORP COMMON STOCK USD.01,0.1161496500,6992203.1600000000
2021-02-28,ALE,ALLETE INC COMMON STOCK,0.1159871100,6982417.9200000000
2021-02-28,PPBI,PACIFIC PREMIER BANCORP INC COMMON STOCK USD.01,0.1155111400,6953765.0000000000
2021-02-28,CNNE,CANNAE HOLDINGS INC COMMON STOCK USD.0001,0.1154165600,6948071.1000000000
2021-02-28,ATKR,ATKORE INC COMMON STOCK USD.01,0.1147747300,6909432.7500000000
2021-02-28,VRNT,VERINT SYSTEMS INC COMMON STOCK USD.001,0.1146943200,6904592.4900000000
2021-02-28,NSP,INSPERITY INC COMMON STOCK USD.01,0.1140812600,6867686.2000000000
2021-02-28,COLB,COLUMBIA BANKING SYSTEM INC COMMON STOCK,0.1139445800,6859458.0400000000
2021-02-28,SUM,SUMMIT MATERIALS INC  CL A COMMON STOCK USD.01,0.1138882000,6856063.6200000000
2021-02-28,ALLK,ALLAKOS INC COMMON STOCK USD.001,0.1138348200,6852850.1800000000
2021-02-28,VSH,VISHAY INTERTECHNOLOGY INC COMMON STOCK USD.1,0.1136776000,6843385.7800000000
2021-02-28,SFNC,SIMMONS FIRST NATL CORP CL A COMMON STOCK USD.01,0.1135850900,6837816.9600000000
2021-02-28,AAON,AAON INC COMMON STOCK USD.004,0.1134049700,6826973.7000000000
2021-02-28,BMI,BADGER METER INC COMMON STOCK USD1.0,0.1133990800,6826618.9400000000
2021-02-28,ABCB,AMERIS BANCORP COMMON STOCK USD1.0,0.1132859600,6819808.9200000000
2021-02-28,FOLD,AMICUS THERAPEUTICS INC COMMON STOCK USD.01,0.1131660100,6812587.8800000000
2021-02-28,SONO,SONOS INC COMMON STOCK USD.001,0.1125056500,6772834.2000000000
2021-02-28,MTH,MERITAGE HOMES CORP COMMON STOCK USD.01,0.1124138900,6767310.7700000000
2021-02-28,PCRX,PACIRA BIOSCIENCES INC COMMON STOCK USD.001,0.1123256800,6762000.0000000000
2021-02-28,WTS,WATTS WATER TECHNOLOGIES A COMMON STOCK USD.1,0.1119257900,6737927.2200000000
2021-02-28,CSOD,CORNERSTONE ONDEMAND INC COMMON STOCK USD.0001,0.1112607400,6697891.0800000000
2021-02-28,KMT,KENNAMETAL INC COMMON STOCK USD1.25,0.1111814700,6693118.7200000000
2021-02-28,NUVA,NUVASIVE INC COMMON STOCK USD.001,0.1111425800,6690777.9900000000
2021-02-28,VG,VONAGE HOLDINGS CORP COMMON STOCK USD.001,0.1110340400,6684243.5200000000
2021-02-28,STMP,STAMPS.COM INC COMMON STOCK USD.001,0.1108142000,6671009.2400000000
2021-02-28,SDGR,SCHRODINGER INC COMMON STOCK USD.01,0.1104963400,6651874.3200000000
2021-02-28,NSTG,NANOSTRING TECHNOLOGIES INC COMMON STOCK USD.0001,0.1104050900,6646380.8600000000
2021-02-28,ISBC,INVESTORS BANCORP INC COMMON STOCK USD.01,0.1102616200,6637743.8800000000
2021-02-28,EAT,BRINKER INTERNATIONAL INC COMMON STOCK USD.1,0.1102363000,6636219.6800000000
2021-02-28,SAFM,SANDERSON FARMS INC COMMON STOCK USD1.0,0.1100762100,6626582.5000000000
2021-02-28,SHOO,STEVEN MADDEN LTD COMMON STOCK USD.0001,0.1091758900,6572383.2000000000
2021-02-28,BAND,BANDWIDTH INC CLASS A COMMON STOCK USD.001,0.1087976200,6549611.2400000000
2021-02-28,NTLA,INTELLIA THERAPEUTICS INC COMMON STOCK USD.0001,0.1085549200,6535000.4800000000
2021-02-28,MTSI,MACOM TECHNOLOGY SOLUTIONS H COMMON STOCK USD.001,0.1083282900,6521357.7000000000
